pregunta;descripcionpregunta;valorpregunta;descripcionvalorpregunta
P_27;Seleccione el tipo de causa de orden público, por el cual se vino del lugar en donde residía antes;-88;No aplica
P_27;Seleccione el tipo de causa de orden público, por el cual se vino del lugar en donde residía antes;-77;Otra
P_27;Seleccione el tipo de causa de orden público, por el cual se vino del lugar en donde residía antes;1;Extorsión
P_27;Seleccione el tipo de causa de orden público, por el cual se vino del lugar en donde residía antes;2;Secuestro
P_27;Seleccione el tipo de causa de orden público, por el cual se vino del lugar en donde residía antes;3;Presiones de grupos armados
P_27;Seleccione el tipo de causa de orden público, por el cual se vino del lugar en donde residía antes;4;Amenazas de delincuencia común
P_27;Seleccione el tipo de causa de orden público, por el cual se vino del lugar en donde residía antes;5;Conflicto armado
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;-99;No Responde
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;-98;No Sabe
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;-88;No aplica
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;05;ANTIOQUIA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;08;ATLANTICO
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;11;BOGOTA D.C.
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;13;BOLIVAR
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;15;BOYACA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;17;CALDAS
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;18;CAQUETA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;19;CAUCA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;20;CESAR
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;23;CORDOBA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;25;CUNDINAMARCA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;27;CHOCO
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;41;HUILA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;44;LA GUAJIRA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;47;MAGDALENA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;50;META
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;52;NARIÑO
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;54;NORTE DE SANTANDER
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;63;QUINDIO
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;66;RISARALDA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;68;SANTANDER
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;70;SUCRE
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;73;TOLIMA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;76;VALLE DEL CAUCA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;81;ARAUCA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;85;CASANARE
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;86;PUTUMAYO
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;88;SAN ANDRES
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;91;AMAZONAS
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;94;GUAINIA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;95;GUAVIARE
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;97;VAUPES
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;99;VICHADA
P_28;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Departamento;7777;OTRO 
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;-99;No responde
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;-98;No sabe
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;-88;No aplica
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05001;MEDELLIN
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05002;ABEJORRAL
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05004;ABRIAQUÍ
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05021;ALEJANDRÍA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05030;AMAGÁ
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05031;AMALFI
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05034;ANDES
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05036;ANGELÓPOLIS
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05038;ANGOSTURA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05040;ANORÍ
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05042;SANTAFÉ DE ANTIOQUIA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05044;ANZA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05045;APARTADÓ
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05051;ARBOLETES
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05055;ARGELIA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05059;ARMENIA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05079;BARBOSA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05086;BELMIRA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05088;BELLO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05091;BETANIA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05093;BETULIA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05101;CIUDAD BOLÍVAR
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05107;BRICEÑO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05113;BURITICÁ
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05120;CÁCERES
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05125;CAICEDO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05129;CALDAS
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05134;CAMPAMENTO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05138;CAÑASGORDAS
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05142;CARACOLI
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05145;CARAMANTA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05147;CAREPA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05148;EL CARMEN DE VIBORAL
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05150;CAROLINA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05154;CAUCASIA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05172;CHIGORODO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05190;CISNEROS
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05197;COCORNA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05206;CONCEPCION
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05209;CONCORDIA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05212;COPACABANA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05234;DABEIBA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05237;DON MATIAS
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05240;EBEJICO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05250;EL BAGRE
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05264;ENTRERRIOS
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05266;ENVIGADO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05282;FREDONIA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05284;FRONTINO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05306;GIRALDO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05308;GIRARDOTA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05310;GOMEZ PLATA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05313;GRANADA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05315;GUADALUPE
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05318;GUARNE
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05321;GUATAPE
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05347;HELICONIA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05353;HISPANIA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05360;ITAGUI
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05361;ITUANGO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05364;JARDIN
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05368;JERICO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05376;LA CEJA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05380;LA ESTRELLA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05390;LA PINTADA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05400;LA UNION
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05411;LIBORINA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05425;MACEO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05440;MARINILLA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05467;MONTEBELLO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05475;MURINDO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05480;MUTATA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05483;NARIÑO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05490;NECOCLI
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05495;NECHI
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05501;OLAYA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05541;PEÑOL
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05543;PEQUE
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05576;PUEBLORRICO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05579;PUERTO BERRIO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05585;PUERTO NARE
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05591;PUERTO TRIUNFO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05604;REMEDIOS
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05607;RETIRO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05615;RIONEGRO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05628;SABANALARGA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05631;SABANETA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05642;SALGAR
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05647;SAN ANDRES
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05649;SAN CARLOS
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05652;SAN FRANCISCO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05656;SAN JERONIMO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05658;SAN JOSE DE LA MONTAÑA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05659;SAN JUAN DE URABA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05660;SAN LUIS
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05664;SAN PEDRO
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05665;SAN PEDRO DE URABA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05667;SAN RAFAEL
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05670;SAN ROQUE
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05674;SAN VICENTE
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05679;SANTA BARBARA
P_29;¿En qué municipio y departamento vivía inmediatamente antes de trasladarse a vivir en ESTE MUNICIPIO? Municipio;05686;SANTA ROSA DE OSOS
